NSN,First_Name,Surname,DOB,Gender,Ethnicity,Citizenship_Status,Residency_Status,Faculty_Home,Enrolment_Status,Year_of_Study,Disability_Flag,First_in_Family
1000003338,Logan,Murphy,1996-09-23,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,Y
1000003339,Raj,Taylor,1987-08-04,Male,Unknown/Not Stated,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000003340,Ruby,Nguyen,1981-10-20,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,4,N,N
1000003341,Grace,McCarthy,2003-09-12,Female,Asian,International,International,Education,Withdrawn,1,N,N
1000003342,Logan,Te Hau,1973-06-21,Male,NZ European,NZ Citizen,Domestic,Education,Completed,2,N,Y
1000003343,Carlos,Costa,1997-12-09,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,4,N,N
1000003344,Sam,Parata,1985-02-02,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Withdrawn,1,N,N
1000003345,Miguel,Li,1989-10-10,Male,Asian,International,International,Business & Economics,Enrolled,2,N,N
1000003346,Emma,Williams,2000-02-06,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000003347,Finn,Māhaki,2002-10-20,,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,Y
1000003348,Hine,Patel,1994-02-25,Female,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,4,N,Y
1000003349,Hine,Santos,2004-03-31,Female,Asian,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000003350,Sina,Fitzgerald,1990-03-15,Female,Asian,International,International,Education,Enrolled,1,N,N
1000003351,Riley,Ngāta,1992-11-08,Non-binary / Gender Diverse,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Completed,1,N,N
1000003352,James,Chen,1974-10-14,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Completed,1,N,Y
1000003353,Leilani,Singh,1973-11-24,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000003354,Maria,Jones,1991-09-13,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000003355,Priya,Park,1993-06-10,Female,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Completed,4,N,N
1000003356,Oliver,Sato,1987-03-08,Male,Asian,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,2,N,N
1000003357,Oscar,Kim,1993-05-20,Male,Other,International,International,Business & Economics,Enrolled,2,N,N
1000003358,Mason,Kumar,1989-06-25,Male,Asian,International,International,Business & Economics,Enrolled,2,Y,Y
1000003359,Tama,Māhaki,1988-11-28,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Completed,3,Y,N
1000003360,Mei,Latu,1994-04-05,Female,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000003361,Logan,Zhang,2005-07-11,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,2,N,N
1000003362,Rangi,Liu,1983-11-12,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000003363,Henry,Chen,1993-05-27,Male,Unknown/Not Stated,International,International,Education,Enrolled,2,N,N
1000003364,Noah,Latu,1975-03-17,Male,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000003365,William,Murphy,1983-06-23,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000003366,James,Murphy,1985-09-14,Male,Māori,NZ Citizen,Domestic,Business & Economics,Completed,4,N,N
1000003367,Ming,Tuilagi,2006-03-14,Male,Other,International,International,Science & Technology,Enrolled,3,N,Y
1000003368,Ruby,Costa,2006-10-17,Female,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,3,Y,N
1000003369,Leo,Kim,1999-08-23,Male,Other,International,International,Arts & Social Sciences,Enrolled,1,N,Y
1000003370,Mere,Wilson,1982-01-02,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000003371,Sione,Kumar,2007-01-13,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Completed,1,N,Y
1000003372,Tama,Jones,1979-12-31,Male,Asian,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,4,N,Y
1000003373,Lucas,Tuilagi,1984-01-01,Male,Māori,NZ Citizen,Domestic,Health Sciences,Enrolled,1,N,Y
1000003374,Isabella,Chen,1997-12-19,Female,Other,International,International,Health Sciences,Enrolled,1,N,Y
1000003375,Oscar,McCarthy,1987-09-03,Male,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Completed,2,N,Y
1000003376,Sina,Seu,1973-10-03,Female,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,2,N,N
1000003377,Teuila,Wang,2002-09-22,Female,Other,International,International,Science & Technology,Completed,2,N,Y
1000003378,Lucas,Ngāta,2002-07-21,Male,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Withdrawn,1,N,N
1000003379,Isabella,Li,1993-09-27,Female,Asian,International,International,Business & Economics,Completed,1,N,N
1000003380,Fatima,Chen,2001-06-11,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000003381,William,Walker,1999-02-20,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,Y,N
1000003382,Moana,O'Brien,1988-01-21,Female,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000003383,Mason,Sato,1978-12-19,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Completed,1,N,N
1000003384,Skyler,O'Brien,2005-10-14,Not Stated,Other,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000003385,Carlos,Murphy,1988-09-01,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,Y
1000003386,Leilani,Harris,1976-09-29,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000003387,Hine,Murphy,1991-09-01,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000003388,Raj,O'Brien,2002-07-26,Male,Unknown/Not Stated,International,International,Science & Technology,Enrolled,2,N,N
1000003389,Priya,Stewart,1993-09-05,Female,Māori,NZ Citizen,Domestic,Business & Economics,Completed,2,N,N
1000003390,Oscar,Te Hau,2003-11-04,Male,Other,International,International,Education,Enrolled,2,N,N
1000003391,Finn,Parata,1971-12-27,Male,NZ European,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,1,N,Y
1000003392,Caleb,Zhang,1997-06-25,Male,MELAA,International,International,Education,Enrolled,2,N,N
1000003393,Teuila,Te Hau,1990-09-25,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000003394,Leo,Santos,1992-03-01,Male,Other,NZ Citizen,Domestic,Business & Economics,Enrolled,1,Y,N
1000003395,Jack,Jones,1988-08-20,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,Y
1000003396,Teuila,Seu,1999-02-05,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,4,N,N
1000003397,Mei,Zhang,2001-08-08,Female,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000003398,Moana,Latu,1979-09-01,Female,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,1,N,N
1000003399,Sam,Park,1984-06-14,Male,Asian,NZ Citizen,Domestic,Education,Enrolled,1,Y,Y
1000003400,Ethan,Walker,1994-03-01,Male,Māori,NZ Permanent Resident,Domestic,Education,Enrolled,3,N,Y
1000003401,Oliver,Ferreira,1989-12-12,Male,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,1,N,Y
1000003402,Caleb,O'Brien,2000-02-05,Male,Pacific Peoples,NZ Permanent Resident,Domestic,Arts & Social Sciences,Withdrawn,4,N,N
1000003403,Oscar,Liu,1998-10-09,Male,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,Y,N
1000003404,Maria,Patel,1986-06-04,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,3,N,Y
1000003405,Wei,Walker,1991-06-14,Male,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000003406,Priya,Fitzgerald,1980-05-18,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Completed,3,N,N
1000003407,Oliver,Thomas,1986-10-11,Male,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,4,N,Y
1000003408,Fatima,Jones,2004-09-10,Female,Unknown/Not Stated,International,International,Arts & Social Sciences,Withdrawn,3,N,N
1000003409,Oliver,Smith,1995-07-24,Male,Asian,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000003410,Lily,Harris,2006-01-18,Female,MELAA,International,International,Arts & Social Sciences,Withdrawn,2,N,N
1000003411,Lily,Ioane,1991-10-04,Female,MELAA,International,International,Arts & Social Sciences,Withdrawn,3,N,N
1000003412,Wiremu,Ferreira,1989-10-23,Male,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000003413,Leilani,Kim,1991-09-04,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,3,Y,N
1000003414,Sione,Santos,1988-12-16,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000003415,Mason,McCarthy,1978-07-12,Male,MELAA,NZ Citizen,Domestic,Education,Completed,2,N,N
1000003416,Wei,Costa,2004-07-31,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,4,N,Y
1000003417,Avery,Sato,2005-08-17,Non-binary / Gender Diverse,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000003418,Noah,Faleolo,2006-07-22,Male,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,2,N,N
1000003419,Emma,Li,1976-04-12,Female,Māori,NZ Permanent Resident,Domestic,Business & Economics,Completed,1,N,N
1000003420,Priya,Li,1980-08-07,Female,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,4,N,N
1000003421,Maria,Fraser,2005-10-01,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Completed,4,N,Y
1000003422,Amelia,Santos,1993-04-09,Female,NZ European,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,2,Y,N
1000003423,Lily,Fraser,1990-03-25,Female,Other,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000003424,Whina,Fono,1983-03-05,Female,Unknown/Not Stated,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,1,Y,N
1000003425,Raj,Martin,2003-02-27,Male,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,1,N,N
1000003426,Wei,Williams,2000-08-06,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000003427,Logan,Chen,1991-09-10,Male,Asian,International,International,Arts & Social Sciences,Enrolled,3,N,N
1000003428,Ben,O'Brien,2002-06-27,Male,Asian,NZ Permanent Resident,Domestic,Education,Withdrawn,3,N,N
1000003429,Jack,Martin,1994-06-17,Male,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000003430,Leo,Williams,2007-06-24,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Completed,2,N,N
1000003431,Maria,Taylor,1980-03-27,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000003432,Hine,Singh,2000-12-21,Female,Unknown/Not Stated,International,International,Science & Technology,Enrolled,3,N,N
1000003433,Alex,Ferreira,1989-12-03,Not Stated,Other,International,International,Arts & Social Sciences,Enrolled,1,N,Y
1000003434,Miguel,Patel,1977-05-10,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000003435,Oliver,Chen,1999-05-26,Male,NZ European,NZ Citizen,Domestic,Health Sciences,Completed,2,N,N
1000003436,Caleb,Fitzgerald,1980-02-23,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Withdrawn,1,N,N
1000003437,William,McCarthy,1978-02-14,Male,Unknown/Not Stated,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000003438,Finn,Parata,1971-01-05,Male,NZ European,NZ Citizen,Domestic,Education,Enrolled,2,N,Y
1000003439,Hemi,Māhaki,2005-08-26,Male,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,1,N,N
1000003440,Mason,Sullivan,1993-04-28,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000003441,Priya,O'Brien,1984-07-25,Female,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Withdrawn,1,N,N
1000003442,Alex,Liu,1995-10-02,Not Stated,Asian,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000003443,Ethan,Taylor,1974-03-26,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000003444,Aisha,McCarthy,1992-02-15,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000003445,Mia,Te Hau,2005-08-24,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000003446,Max,McCarthy,1995-09-14,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000003447,Whina,Nguyen,1977-03-30,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Completed,1,N,Y
1000003448,Charlotte,Anderson,1986-11-27,Female,Unknown/Not Stated,International,International,Health Sciences,Withdrawn,1,N,N
1000003449,Mason,Santos,1986-05-14,Male,NZ European,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,2,Y,Y
1000003450,Priya,Patel,2005-07-07,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000003451,Ava,Fono,1972-11-21,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000003452,Aisha,Tuilagi,1973-04-15,Female,Māori,NZ Citizen,Domestic,Foundation Studies,Completed,1,N,Y
1000003453,Sione,Tūhoe,1995-03-04,Male,Asian,International,International,Arts & Social Sciences,Enrolled,3,N,N
1000003454,Amir,Anderson,2004-08-06,Male,Asian,International,International,Education,Enrolled,2,N,N
1000003455,Caleb,Fitzgerald,1992-01-31,Male,Māori,NZ Permanent Resident,Domestic,Business & Economics,Enrolled,4,N,N
1000003456,Riley,Seu,1982-08-15,Non-binary / Gender Diverse,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,N
1000003457,Max,Māhaki,2006-10-10,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,3,N,N
1000003458,Leo,Li,1991-05-22,Male,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,1,N,Y
1000003459,Moana,Zhang,1986-09-30,Female,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,1,N,N
1000003460,Alex,Chen,1969-10-10,Not Stated,NZ European,NZ Citizen,Domestic,Business & Economics,Completed,3,N,N
1000003461,Logan,Ferreira,1997-10-02,Male,Unknown/Not Stated,NZ Citizen,Domestic,Business & Economics,Completed,3,N,N
1000003462,Hine,Brown,1973-06-12,Female,MELAA,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,3,N,Y
1000003463,Grace,Faleolo,2003-01-10,Female,Asian,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,4,N,Y
1000003464,Fatima,Martin,1969-02-08,Female,Asian,NZ Citizen,Domestic,Education,Completed,3,N,N
1000003465,Mason,Tūhoe,1988-09-15,Male,Other,International,International,Arts & Social Sciences,Enrolled,2,N,Y
1000003466,Carlos,Parata,1992-01-07,Male,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000003467,Mei,O'Brien,2000-11-27,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000003468,Ava,Taylor,1989-09-14,Female,Māori,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,4,N,N
1000003469,Amir,Sullivan,2000-08-08,Male,Asian,International,International,Health Sciences,Enrolled,3,N,N
1000003470,Hine,Costa,1999-11-08,Female,Māori,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000003471,Liam,Thompson,1971-10-24,Male,Unknown/Not Stated,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,Y,N
1000003472,Lucy,Jones,2001-09-19,Female,MELAA,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000003473,Matiu,Latu,1984-07-19,Male,Asian,NZ Citizen,Domestic,Education,Completed,2,Y,N
1000003474,Priya,Costa,2000-05-03,Female,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,Y
1000003475,Whina,Ioane,1999-09-19,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Education,Enrolled,3,N,Y
1000003476,Henry,Campbell,1976-04-23,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,Y
1000003477,Jack,Nguyen,2001-07-30,Male,Asian,International,International,Education,Enrolled,2,N,N
1000003478,Lucas,McCarthy,2001-10-22,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,3,Y,Y
1000003479,Logan,Te Hau,1993-11-30,Male,Unknown/Not Stated,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,3,N,N
1000003480,Lin,Seu,1982-10-09,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Withdrawn,2,N,N
1000003481,Mei,Singh,2000-03-15,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000003482,Ethan,Walker,1970-03-02,Male,Māori,NZ Citizen,Domestic,Science & Technology,Completed,1,N,Y
1000003483,Mason,Ngāta,1994-11-05,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,Y
1000003484,Logan,Chen,1985-01-26,Male,Māori,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000003485,Logan,Patel,2002-05-27,Male,Māori,NZ Citizen,Domestic,Business & Economics,Completed,3,N,N
1000003486,Tama,Sato,1974-01-26,Male,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,4,N,N
1000003487,Peyton,Singh,1993-07-18,Non-binary / Gender Diverse,Unknown/Not Stated,International,International,Arts & Social Sciences,Enrolled,1,N,Y
1000003488,Finn,Patel,1983-02-05,Male,Unknown/Not Stated,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,3,N,Y
1000003489,Sam,Campbell,1991-09-25,Male,Other,International,International,Business & Economics,Enrolled,1,N,N
1000003490,Henry,Fono,2004-04-26,Male,MELAA,NZ Citizen,Domestic,Science & Technology,Completed,2,N,N
1000003491,Ethan,Park,2000-08-14,Male,NZ European,NZ Permanent Resident,Domestic,Health Sciences,Enrolled,1,N,Y
1000003492,Oliver,Ioane,1988-02-04,Male,Asian,International,International,Arts & Social Sciences,Withdrawn,3,N,N
1000003493,Rangi,Thompson,1989-01-14,Male,NZ European,NZ Permanent Resident,Domestic,Foundation Studies,Enrolled,4,N,N
1000003494,Teuila,Tuilagi,1987-05-08,Female,Asian,International,International,Science & Technology,Enrolled,1,N,Y
1000003495,Wiremu,Williams,1983-07-11,Male,Asian,NZ Citizen,Domestic,Business & Economics,Withdrawn,2,N,Y
1000003496,Skyler,Ngāta,1992-01-04,Not Stated,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000003497,Ngaio,Chen,2002-02-20,Female,Pacific Peoples,NZ Permanent Resident,Domestic,Business & Economics,Completed,1,N,N
1000003498,Charlotte,Sullivan,1987-10-10,Female,NZ European,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000003499,Sophie,Māhaki,2005-01-24,Female,Unknown/Not Stated,International,International,Education,Completed,3,N,Y
1000003500,Alex,Smith,1990-01-04,Not Stated,Pacific Peoples,NZ Citizen,Domestic,Business & Economics,Completed,1,N,N
1000003501,Grace,Zhang,1971-08-09,Female,NZ European,NZ Citizen,Domestic,Health Sciences,Enrolled,4,N,N
1000003502,Charlotte,Ngāta,1970-12-03,Female,NZ European,NZ Citizen,Domestic,Foundation Studies,Withdrawn,2,Y,N
1000003503,Aisha,Walker,1981-08-24,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000003504,Tama,Latu,1992-07-27,Male,Other,International,International,Health Sciences,Enrolled,1,N,N
1000003505,Lily,Sato,1990-07-11,Female,Other,International,International,Health Sciences,Enrolled,1,N,Y
1000003506,Leo,Williams,1979-09-28,Male,NZ European,NZ Citizen,Domestic,Education,Withdrawn,3,N,N
1000003507,Wiremu,Fono,1998-06-13,Male,Unknown/Not Stated,NZ Citizen,Domestic,Education,Enrolled,2,N,Y
1000003508,Maria,Walker,1989-01-23,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,Y
1000003509,Tama,Jones,2001-04-01,Male,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,N
1000003510,Henry,Park,2001-03-10,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,2,N,Y
1000003511,Ava,Kumar,1994-02-13,Female,Asian,International,International,Arts & Social Sciences,Withdrawn,3,N,N
1000003512,Ruby,Faleolo,2006-09-27,Female,NZ European,NZ Citizen,Domestic,Science & Technology,Enrolled,1,Y,Y
1000003513,Ben,Thomas,1995-12-05,Male,Asian,International,International,Arts & Social Sciences,Withdrawn,2,N,N
1000003514,Teuila,O'Brien,1988-09-21,Female,Asian,International,International,Arts & Social Sciences,Enrolled,2,N,N
1000003515,Charlotte,Liu,1996-09-07,Female,NZ European,NZ Permanent Resident,Domestic,Arts & Social Sciences,Enrolled,1,N,Y
1000003516,Sophie,Ngāta,1985-09-07,Female,Unknown/Not Stated,NZ Citizen,Domestic,Science & Technology,Enrolled,2,Y,N
1000003517,Peyton,Wilson,1997-01-30,Not Stated,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,2,N,N
1000003518,Ming,Fraser,1992-07-17,Male,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000003519,Grace,Tūhoe,1985-10-01,Female,Asian,NZ Permanent Resident,Domestic,Health Sciences,Withdrawn,4,N,N
1000003520,Carlos,Murphy,2006-01-13,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000003521,Sage,Singh,1999-03-15,Not Stated,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,Y,Y
1000003522,Caleb,Fono,1981-07-29,Male,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000003523,Mason,Chen,2004-09-25,Male,Māori,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000003524,Ethan,McCarthy,1997-08-22,Male,Asian,International,International,Business & Economics,Enrolled,3,N,N
1000003525,Morgan,Liu,1980-11-26,Non-binary / Gender Diverse,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,1,N,N
1000003526,Lucas,Singh,2005-03-01,Male,NZ European,NZ Citizen,Domestic,Science & Technology,Withdrawn,1,N,N
1000003527,Leilani,Parata,2001-12-11,Female,MELAA,International,International,Business & Economics,Enrolled,1,N,N
1000003528,Ruby,Fraser,1998-04-02,Female,Other,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000003529,Leilani,Wilson,1996-04-16,Female,Unknown/Not Stated,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,3,N,N
1000003530,Priya,Sullivan,1983-02-14,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,Y
1000003531,Carlos,Wilson,2005-05-12,Male,Asian,International,International,Arts & Social Sciences,Completed,4,N,Y
1000003532,Mia,Fraser,1969-08-15,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,2,N,N
1000003533,Tupou,Wilson,1996-09-20,Male,Asian,International,International,Business & Economics,Enrolled,2,N,N
1000003534,Hine,Brown,1978-06-23,Female,Pacific Peoples,NZ Citizen,Domestic,Science & Technology,Enrolled,4,Y,N
1000003535,Mei,Kim,1977-10-05,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000003536,Olivia,Ioane,2003-01-18,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,1,N,N
1000003537,Lily,Thomas,2001-01-17,Female,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,3,N,N
1000003538,Ngaio,Williams,1994-05-17,Female,MELAA,International,International,Arts & Social Sciences,Enrolled,1,N,N
1000003539,Ngaio,Campbell,2004-10-25,Female,Asian,International,International,Science & Technology,Completed,1,Y,Y
1000003540,Carlos,Thompson,1988-06-30,Male,Māori,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,3,N,N
1000003541,Fatima,Smith,1969-08-14,Female,Māori,NZ Citizen,Domestic,Science & Technology,Enrolled,1,N,N
1000003542,Raj,Stewart,1990-05-13,Male,Asian,International,International,Business & Economics,Enrolled,2,N,Y
1000003543,Amir,Thompson,1989-10-17,Male,Asian,International,International,Education,Completed,3,N,N
1000003544,Maria,Latu,2005-04-21,Female,Asian,International,International,Science & Technology,Enrolled,1,N,N
1000003545,Wei,Wilson,2002-06-18,Male,NZ European,NZ Citizen,Domestic,Health Sciences,Completed,1,N,Y
1000003546,Leilani,Liu,1990-11-11,Female,Asian,International,International,Science & Technology,Enrolled,3,N,N
1000003547,Noah,Brown,1974-09-05,Male,Asian,NZ Citizen,Domestic,Education,Enrolled,1,N,N
1000003548,Lin,Thompson,1991-12-01,Female,NZ European,NZ Citizen,Domestic,Arts & Social Sciences,Withdrawn,2,N,Y
1000003549,Priya,Li,2004-07-22,Female,Asian,International,International,Arts & Social Sciences,Completed,4,N,Y
1000003550,Aroha,Park,1995-08-06,Female,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Completed,2,N,Y
1000003551,Moana,Sato,1968-08-18,Female,Unknown/Not Stated,NZ Citizen,Domestic,Foundation Studies,Enrolled,2,N,N
1000003552,Tama,Fitzgerald,2005-01-14,Male,Asian,NZ Citizen,Domestic,Science & Technology,Enrolled,2,N,Y
1000003553,Ming,Kim,2005-01-08,Male,Unknown/Not Stated,NZ Permanent Resident,Domestic,Business & Economics,Completed,4,N,Y
1000003554,Whina,Māhaki,1993-12-08,Female,NZ European,NZ Citizen,Domestic,Foundation Studies,Enrolled,1,N,N
1000003555,Ngaio,McCarthy,1990-05-15,Female,Other,International,International,Health Sciences,Completed,2,N,N
1000003556,Charlotte,Park,2002-05-08,Female,Asian,NZ Citizen,Domestic,Business & Economics,Enrolled,1,Y,N
1000003557,Jack,Fitzgerald,1995-05-17,Male,NZ European,NZ Permanent Resident,Domestic,Science & Technology,Enrolled,2,N,Y
1000003558,Lin,Li,2005-03-27,Female,Other,NZ Citizen,Domestic,Education,Enrolled,2,N,N
1000003559,Jack,Wilson,1996-03-03,Male,Asian,International,International,Science & Technology,Enrolled,4,N,N
1000003560,Lucy,Ferreira,2005-06-23,Female,NZ European,NZ Citizen,Domestic,Business & Economics,Enrolled,3,N,Y
1000003561,Ngaio,Li,2006-09-04,Female,Pacific Peoples,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
1000003562,Henry,Li,1998-01-30,Male,Asian,International,International,Business & Economics,Enrolled,1,N,Y
1000003563,Priya,Harris,1998-07-20,Female,NZ European,NZ Permanent Resident,Domestic,Education,Enrolled,3,N,N
1000003564,Rangi,Martin,1983-07-03,Male,Asian,NZ Citizen,Domestic,Arts & Social Sciences,Enrolled,2,N,N
