NSN,Faculty,Citizenship_Status,Ethnicity,Gender,Year_of_Study,Disability_Flag,First_in_Family,Teaching_Score,Support_Score,Sense_of_Belonging,Admin_Experience,Retention_Likelihood,Survey_Response_Flag,Survey_Year,Free_Text_Theme
1000001456,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,N,7.8,4.9,8.8,7.3,6.6,Y,2024,Lecturers were approachable and knowledgeable
1000003805,Business & Economics,International,Asian,Female,2,N,Y,6.6,5.8,6.4,4.1,5.3,Y,2024,Course content felt outdated in places
1000000238,Business & Economics,NZ Citizen,NZ European,Male,2,N,N,7.4,7.1,5.4,6.6,7.8,Y,2024,Would benefit from more career guidance
1000000092,Foundation Studies,NZ Citizen,NZ European,Male,3,N,N,7.6,4.8,5.6,1.0,5.3,Y,2024,Would appreciate more feedback on assessments
1000005180,Science & Technology,NZ Citizen,Asian,Male,3,N,Y,6.2,4.6,4.4,7.1,5.7,Y,2024,Strong industry connections in my programme
1000003080,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,N,6.9,7.8,7.2,7.9,6.6,Y,2024,Cultural events helped me feel included
1000003501,Health Sciences,NZ Citizen,NZ European,Female,4,N,N,5.8,6.4,8.4,9.9,7.0,Y,2024,Administrative processes were confusing
1000003078,Science & Technology,NZ Citizen,MELAA,Male,1,N,N,6.1,3.8,8.1,5.3,6.9,Y,2024,Timetabling clashes made study difficult
1000006313,Science & Technology,NZ Citizen,NZ European,Female,1,N,N,6.0,10.0,7.8,4.3,7.4,Y,2024,Lecturers were approachable and knowledgeable
1000005429,Arts & Social Sciences,NZ Citizen,Māori,Male,1,N,N,7.9,5.9,7.2,7.4,6.2,Y,2024,Great sense of community in my programme
1000004506,Health Sciences,NZ Citizen,NZ European,Male,1,N,Y,7.4,7.3,3.1,6.6,5.7,Y,2024,Scholarship support made a real difference
1000001001,Science & Technology,NZ Permanent Resident,NZ European,Male,1,Y,N,6.5,6.4,10.0,6.7,6.9,Y,2024,Course content felt outdated in places
1000006228,Arts & Social Sciences,NZ Citizen,Asian,Female,1,N,Y,4.2,7.4,5.3,5.7,5.5,Y,2024,Campus facilities are excellent
1000004669,Science & Technology,NZ Citizen,Māori,Female,1,N,N,8.5,8.4,8.8,2.4,6.7,Y,2024,Campus facilities are excellent
1000002153,Business & Economics,NZ Citizen,NZ European,Female,1,Y,N,8.2,5.6,5.6,5.9,5.8,Y,2024,Cultural events helped me feel included
1000001532,Arts & Social Sciences,International,Asian,Female,1,N,Y,5.0,6.3,8.1,4.8,5.2,Y,2024,Support services were very helpful
1000003742,Arts & Social Sciences,International,MELAA,Male,2,N,Y,5.2,3.6,3.5,5.8,3.9,Y,2024,Timetabling clashes made study difficult
1000000411,Arts & Social Sciences,NZ Permanent Resident,Unknown/Not Stated,Female,1,N,N,9.9,3.6,6.8,6.6,6.5,Y,2024,Timetabling clashes made study difficult
1000006436,Arts & Social Sciences,NZ Citizen,Asian,Female,3,N,N,6.9,7.5,6.7,8.9,6.5,Y,2024,Lecturers were approachable and knowledgeable
1000003119,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,N,5.6,8.7,8.1,7.3,7.8,Y,2024,English language support was invaluable
1000003946,Science & Technology,NZ Permanent Resident,Māori,Not Stated,1,N,N,4.3,8.2,8.0,10.0,5.8,Y,2024,Would appreciate more feedback on assessments
1000005840,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,N,7.3,5.1,8.6,7.3,6.7,Y,2024,English language support was invaluable
1000005920,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,N,8.9,7.8,5.0,6.0,7.6,Y,2024,Course content felt outdated in places
1000004938,Business & Economics,NZ Citizen,Other,Male,3,N,N,6.8,6.2,6.6,4.3,5.3,Y,2024,Course content felt outdated in places
1000002228,Arts & Social Sciences,NZ Citizen,Asian,Female,2,N,N,7.1,3.1,4.7,2.9,4.2,Y,2024,Clear pathway to employment in my field
1000000633,Business & Economics,International,MELAA,Female,4,N,N,7.9,6.3,5.6,5.1,6.0,Y,2024,Scholarship support made a real difference
1000000498,Business & Economics,NZ Citizen,Māori,Female,3,N,Y,8.5,8.2,5.6,4.9,6.3,Y,2024,Enjoyed the hands-on learning approach
1000006070,Education,International,MELAA,Female,3,Y,N,7.7,10.0,5.1,3.8,7.0,Y,2024,Workload felt unmanageable at times
1000000720,Health Sciences,NZ Citizen,Asian,Male,3,N,Y,9.4,6.3,6.0,9.5,6.8,Y,2024,Administrative processes were confusing
1000003523,Education,NZ Citizen,Māori,Male,1,N,N,8.2,6.4,7.6,3.0,6.5,Y,2024,Cultural events helped me feel included
1000000757,Arts & Social Sciences,NZ Citizen,Māori,Female,1,N,Y,7.3,7.2,8.6,6.3,7.3,Y,2024,Enjoyed the hands-on learning approach
1000004575,Business & Economics,NZ Citizen,Asian,Female,2,N,Y,7.6,7.4,7.0,6.3,6.7,Y,2024,Timetabling clashes made study difficult
1000004625,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,Y,8.4,6.1,3.8,5.9,6.4,Y,2024,Scholarship support made a real difference
1000003479,Arts & Social Sciences,NZ Citizen,Unknown/Not Stated,Male,3,N,N,6.9,4.7,9.1,8.4,7.5,Y,2024,Administrative processes were confusing
1000006367,Business & Economics,NZ Citizen,Asian,Male,1,N,Y,7.6,6.6,7.8,5.2,6.8,Y,2024,Library resources met my needs
1000002917,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,Y,4.8,6.5,5.7,5.8,6.0,Y,2024,Scholarship support made a real difference
1000000596,Foundation Studies,NZ Citizen,,Male,3,N,N,4.8,4.8,5.1,4.7,4.3,Y,2024,Felt isolated during online delivery
1000006443,Business & Economics,International,Asian,Female,1,N,N,8.1,7.2,4.0,8.1,6.9,Y,2024,Strong industry connections in my programme
1000001068,Health Sciences,NZ Citizen,NZ European,Female,4,N,N,8.0,6.7,7.1,6.3,7.4,Y,2024,Strong industry connections in my programme
1000001942,Education,NZ Citizen,Pacific Peoples,Female,2,N,Y,7.9,6.8,2.1,5.6,5.3,Y,2024,Would benefit from more career guidance
1000001647,Arts & Social Sciences,NZ Citizen,NZ European,Male,3,N,Y,8.2,6.6,6.8,6.0,6.7,Y,2024,Would appreciate more feedback on assessments
1000002589,Arts & Social Sciences,NZ Citizen,Māori,Male,4,Y,Y,6.3,4.3,7.1,5.4,4.5,Y,2024,Administrative processes were confusing
1000001700,Science & Technology,International,Unknown/Not Stated,Female,2,N,N,3.9,7.6,2.2,9.3,5.4,Y,2024,Felt isolated during online delivery
1000005201,Business & Economics,NZ Citizen,NZ European,Male,3,N,N,7.3,9.3,5.7,1.8,6.7,Y,2024,Would benefit from more career guidance
1000006004,Science & Technology,NZ Permanent Resident,NZ European,Female,3,N,N,9.4,7.8,5.6,6.9,8.2,Y,2024,English language support was invaluable
1000000086,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Female,3,N,N,6.7,10.0,4.9,7.7,7.0,Y,2024,Strong industry connections in my programme
1000002288,Arts & Social Sciences,NZ Citizen,Māori,Male,2,N,Y,8.2,6.5,6.6,7.5,6.7,Y,2024,Great sense of community in my programme
1000001029,Education,NZ Citizen,NZ European,Non-binary / Gender Diverse,4,N,N,7.0,6.4,6.1,5.4,7.3,Y,2024,Campus facilities are excellent
1000002582,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Female,3,N,N,8.1,4.8,9.7,6.4,6.0,Y,2024,Support services were very helpful
1000003196,Foundation Studies,NZ Citizen,NZ European,Female,2,Y,N,5.7,4.4,6.9,7.0,5.2,Y,2024,Library resources met my needs
1000002144,Science & Technology,International,Asian,Female,1,N,Y,7.4,7.0,6.4,6.6,5.7,Y,2024,Workload felt unmanageable at times
1000004006,Arts & Social Sciences,International,Other,Male,3,N,N,6.1,6.1,4.9,5.2,5.5,Y,2024,Administrative processes were confusing
1000001200,Arts & Social Sciences,International,Other,Male,2,N,N,8.7,4.5,6.4,3.5,5.5,Y,2024,Would appreciate more feedback on assessments
100002025,Arts & Social Sciences,NZ Citizen,Other,Female,3,N,N,6.0,8.1,5.1,4.7,6.3,Y,2024,Workload felt unmanageable at times
1000000621,Education,NZ Citizen,Other,Male,1,N,N,7.7,6.0,10.0,5.8,7.4,Y,2024,Scholarship support made a real difference
1000005901,Health Sciences,NZ Permanent Resident,NZ European,Male,4,Y,Y,6.9,7.7,8.7,9.5,7.6,Y,2024,Great sense of community in my programme
1000000566,Arts & Social Sciences,International,Asian,Female,1,N,N,8.2,6.2,5.6,8.1,6.5,Y,2024,Timetabling clashes made study difficult
1000001837,Education,International,Other,Female,2,N,Y,7.5,3.4,3.3,4.2,3.8,Y,2024,Lecturers were approachable and knowledgeable
1000001334,Arts & Social Sciences,NZ Citizen,NZ European,Female,1,N,N,6.2,8.2,5.4,7.2,6.9,Y,2024,Course content felt outdated in places
1000003621,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Female,3,N,Y,8.1,7.7,6.0,5.9,6.4,Y,2024,Great sense of community in my programme
1000002099,Science & Technology,NZ Citizen,NZ European,Female,1,N,Y,8.6,6.9,4.8,5.4,6.8,Y,2024,Strong industry connections in my programme
1000003567,Education,NZ Citizen,NZ European,Male,1,N,Y,9.1,5.6,5.3,5.0,6.4,Y,2024,Library resources met my needs
1000004386,Business & Economics,NZ Citizen,Pacific Peoples,Female,3,N,N,6.6,6.1,4.6,8.4,6.0,Y,2024,Cultural events helped me feel included
1000005436,Arts & Social Sciences,NZ Citizen,Asian,Female,2,N,Y,8.7,6.0,5.5,8.1,6.9,Y,2024,Scholarship support made a real difference
1000001688,Arts & Social Sciences,NZ Citizen,Pacific Peoples,Female,4,N,N,5.3,3.3,5.6,6.3,5.3,Y,2024,Lecturers were approachable and knowledgeable
1000000745,Arts & Social Sciences,NZ Citizen,Other,Male,3,N,N,6.9,7.9,7.2,5.6,6.3,Y,2024,Support services were very helpful
1000000195,Arts & Social Sciences,NZ Citizen,Māori,Male,4,N,Y,9.1,4.6,8.4,4.4,7.0,Y,2024,Would appreciate more feedback on assessments
1000005417,Science & Technology,NZ Citizen,Māori,Male,2,N,N,6.3,5.8,5.9,8.6,5.3,Y,2024,Great sense of community in my programme
1000002939,Arts & Social Sciences,International,Asian,Male,1,N,N,7.4,6.0,6.3,8.6,6.0,Y,2024,Scholarship support made a real difference
1000004260,Arts & Social Sciences,NZ Citizen,Māori,Male,3,N,N,6.7,5.6,2.9,9.8,5.7,Y,2024,Library resources met my needs
1000000802,Education,NZ Citizen,Māori,Female,1,N,N,7.5,7.8,4.2,3.7,5.6,Y,2024,English language support was invaluable
1000003829,Business & Economics,NZ Citizen,NZ European,Male,2,N,N,6.6,10.0,5.2,7.0,7.8,Y,2024,Strong industry connections in my programme
1000004183,Arts & Social Sciences,NZ Citizen,Other,Male,1,N,Y,8.2,4.2,5.2,6.9,5.6,Y,2024,Course content felt outdated in places
1000006056,Business & Economics,NZ Citizen,Māori,Male,1,N,Y,6.6,7.4,6.9,4.7,6.5,Y,2024,Felt isolated during online delivery
1000005009,Arts & Social Sciences,NZ Citizen,Other,Male,1,N,Y,6.5,6.3,4.7,9.8,6.8,Y,2024,Would benefit from more career guidance
1000000644,Education,NZ Citizen,NZ European,Female,2,N,N,7.6,7.4,3.8,2.2,6.5,Y,2024,Cultural events helped me feel included
1000006493,Arts & Social Sciences,NZ Citizen,NZ European,Female,1,Y,N,6.9,6.6,4.3,4.6,6.3,Y,2024,Felt isolated during online delivery
1000004856,Foundation Studies,NZ Citizen,NZ European,Male,4,N,Y,5.1,6.4,6.8,6.1,5.9,Y,2024,Library resources met my needs
1000002263,Health Sciences,NZ Citizen,NZ European,Male,2,N,Y,8.0,7.0,9.0,6.9,8.2,Y,2024,Administrative processes were confusing
1000004981,Arts & Social Sciences,NZ Citizen,Asian,Male,2,N,N,8.5,8.2,1.0,7.1,6.8,Y,2024,Lecturers were approachable and knowledgeable
1000000120,Business & Economics,NZ Citizen,Māori,Male,1,N,N,7.3,7.7,6.2,5.8,7.0,Y,2024,Lecturers were approachable and knowledgeable
1000001777,Business & Economics,NZ Citizen,NZ European,Female,4,N,N,8.1,7.5,8.6,8.2,8.0,Y,2024,Course content felt outdated in places
1000005902,Science & Technology,NZ Citizen,Asian,Male,1,Y,Y,8.4,7.2,10.0,8.4,7.1,Y,2024,Lecturers were approachable and knowledgeable
1000006064,Science & Technology,NZ Citizen,NZ European,Female,1,N,N,7.9,5.8,9.9,6.8,7.2,Y,2024,Workload felt unmanageable at times
1000002135,Science & Technology,International,Unknown/Not Stated,Female,4,N,N,6.6,5.8,5.6,4.9,5.5,Y,2024,Great sense of community in my programme
1000005577,Business & Economics,International,Asian,Male,1,N,Y,5.9,4.0,6.7,7.7,5.2,Y,2024,English language support was invaluable
1000003795,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,N,10.0,10.0,3.3,2.1,7.5,Y,2024,Support services were very helpful
1000000134,Arts & Social Sciences,NZ Citizen,NZ European,Male,3,N,N,7.5,6.2,7.8,5.8,6.6,Y,2024,Clear pathway to employment in my field
1000004085,Science & Technology,International,Asian,Male,3,N,N,6.2,6.6,7.5,5.8,5.8,Y,2024,Library resources met my needs
1000004434,Science & Technology,NZ Citizen,Māori,Female,1,N,N,8.6,5.4,4.0,7.1,6.6,Y,2024,Timetabling clashes made study difficult
1000002617,Science & Technology,NZ Citizen,Asian,Female,1,N,N,9.7,5.9,9.2,1.8,7.7,Y,2024,Strong industry connections in my programme
1000000062,Arts & Social Sciences,NZ Permanent Resident,Māori,Male,1,N,N,5.6,7.9,4.1,4.8,6.1,Y,2024,Strong industry connections in my programme
1000004224,Business & Economics,International,Asian,Male,1,N,N,7.1,10.0,5.5,3.2,6.4,Y,2024,Library resources met my needs
1000006379,Arts & Social Sciences,NZ Citizen,Māori,Female,4,N,N,9.0,6.6,2.0,4.4,6.2,Y,2024,Enjoyed the hands-on learning approach
1000003947,Foundation Studies,NZ Citizen,Asian,Female,2,N,N,5.6,4.4,7.8,4.2,5.1,Y,2024,Lecturers were approachable and knowledgeable
1000002846,Arts & Social Sciences,International,MELAA,Female,3,N,N,6.4,6.9,6.4,3.8,5.9,Y,2024,Would appreciate more feedback on assessments
1000000679,Arts & Social Sciences,NZ Citizen,NZ European,Female,2,N,N,7.2,7.3,6.3,8.0,7.2,Y,2024,Would benefit from more career guidance
1000003164,Foundation Studies,NZ Citizen,Unknown/Not Stated,Non-binary / Gender Diverse,1,N,Y,4.4,6.6,3.6,6.8,4.9,Y,2024,Scholarship support made a real difference
1000000741,Business & Economics,International,Asian,Male,1,N,Y,6.3,7.5,6.1,8.8,7.1,Y,2024,Great sense of community in my programme
1000001211,Foundation Studies,NZ Citizen,Māori,Female,2,Y,N,8.0,6.2,5.2,6.7,6.1,Y,2024,Scholarship support made a real difference
1000002170,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,N,8.1,5.8,8.3,7.5,7.1,Y,2024,Campus facilities are excellent
1000003121,Education,International,Asian,Male,2,N,N,9.4,5.3,6.2,4.7,7.0,Y,2024,Enjoyed the hands-on learning approach
1000004418,Arts & Social Sciences,International,Other,Male,4,N,N,8.5,7.5,3.0,6.6,6.3,Y,2024,Great sense of community in my programme
1000000567,Education,NZ Citizen,Māori,Not Stated,1,N,Y,10.0,7.5,6.7,6.4,7.3,Y,2024,Timetabling clashes made study difficult
1000001873,Education,NZ Citizen,NZ European,Female,3,N,Y,6.3,9.8,7.9,5.3,7.8,Y,2024,Timetabling clashes made study difficult
1000005904,Business & Economics,International,Asian,Female,2,N,N,7.8,9.0,6.0,6.9,7.0,Y,2024,Enjoyed the hands-on learning approach
1000001717,Foundation Studies,NZ Citizen,Pacific Peoples,Male,3,N,N,4.3,6.1,7.2,7.6,5.5,Y,2024,Campus facilities are excellent
1000001392,Arts & Social Sciences,NZ Citizen,Māori,Female,2,Y,Y,8.7,8.6,5.9,7.8,7.3,Y,2024,Workload felt unmanageable at times
1000004866,Education,NZ Citizen,Unknown/Not Stated,Female,1,N,Y,7.1,5.0,6.8,6.1,6.9,Y,2024,Library resources met my needs
1000003082,Education,NZ Permanent Resident,NZ European,Not Stated,2,N,Y,8.2,6.2,7.7,6.3,6.7,Y,2024,Would benefit from more career guidance
1000000489,Arts & Social Sciences,NZ Citizen,Māori,Male,1,N,Y,6.2,6.0,7.4,9.8,6.4,Y,2024,Clear pathway to employment in my field
1000003935,Business & Economics,NZ Permanent Resident,Asian,Female,2,Y,Y,5.8,5.8,5.2,1.4,4.7,Y,2024,Scholarship support made a real difference
1000000690,Arts & Social Sciences,International,Asian,Female,2,N,N,6.3,6.9,2.6,8.7,4.9,Y,2024,Administrative processes were confusing
1000003837,Science & Technology,NZ Citizen,Unknown/Not Stated,Male,4,N,N,6.4,8.9,7.0,3.6,7.8,Y,2024,Lecturers were approachable and knowledgeable
1000000602,Arts & Social Sciences,International,Asian,Male,1,N,N,5.0,5.9,4.4,5.4,5.1,Y,2024,Cultural events helped me feel included
1000001911,Health Sciences,International,Asian,Male,3,N,Y,7.0,5.4,7.0,6.8,5.9,Y,2024,Enjoyed the hands-on learning approach
1000003617,Business & Economics,NZ Permanent Resident,Other,Female,1,N,N,7.0,8.4,10.0,6.6,8.0,Y,2024,Would benefit from more career guidance
1000003018,Health Sciences,International,Asian,Female,2,N,N,7.9,5.9,7.4,5.5,6.2,Y,2024,Lecturers were approachable and knowledgeable
1000004584,Science & Technology,NZ Citizen,Māori,Female,2,N,N,5.6,7.5,6.1,7.9,6.2,Y,2024,Administrative processes were confusing
1000001187,Arts & Social Sciences,NZ Citizen,Other,Male,2,N,Y,6.8,6.9,7.4,6.9,7.1,Y,2024,Scholarship support made a real difference
1000000274,Education,NZ Citizen,Māori,Male,3,N,N,6.7,10.0,7.4,6.7,7.3,Y,2024,Lecturers were approachable and knowledgeable
1000006144,Foundation Studies,NZ Permanent Resident,Asian,Female,2,N,N,3.9,3.6,7.5,3.0,4.4,Y,2024,Workload felt unmanageable at times
1000001361,Business & Economics,NZ Citizen,Pacific Peoples,Male,4,N,N,7.0,5.6,5.1,7.2,5.6,Y,2024,Workload felt unmanageable at times
1000005471,Education,International,Unknown/Not Stated,Male,1,N,Y,8.1,6.9,4.9,7.0,6.0,Y,2024,Campus facilities are excellent
1000001526,Science & Technology,International,Asian,Male,1,N,Y,7.0,7.7,6.2,7.6,6.3,Y,2024,Would appreciate more feedback on assessments
1000002805,Science & Technology,NZ Citizen,Asian,Female,4,Y,N,7.1,9.0,4.9,6.3,7.1,Y,2024,Campus facilities are excellent
1000003961,Business & Economics,NZ Citizen,NZ European,Female,4,N,Y,6.8,4.0,2.4,10.0,5.1,Y,2024,Enjoyed the hands-on learning approach
1000003536,Business & Economics,NZ Citizen,NZ European,Female,1,N,N,7.8,5.2,5.9,4.5,5.6,Y,2024,Timetabling clashes made study difficult
1000006122,Arts & Social Sciences,NZ Citizen,NZ European,Male,1,N,N,3.9,3.7,8.3,4.4,5.0,Y,2024,Cultural events helped me feel included
1000004245,Arts & Social Sciences,NZ Citizen,NZ European,Male,2,N,N,8.1,6.3,6.0,6.6,6.8,Y,2024,Administrative processes were confusing
1000006109,Business & Economics,NZ Citizen,NZ European,Female,4,N,N,9.0,9.7,9.1,2.2,8.0,Y,2024,Strong industry connections in my programme
1000003535,Business & Economics,NZ Citizen,NZ European,Female,1,N,N,7.3,7.4,3.4,3.0,6.4,Y,2024,Strong industry connections in my programme
1000000945,Science & Technology,International,Asian,Male,2,N,N,6.2,4.5,4.0,4.7,4.3,Y,2024,Support services were very helpful
1000005285,Arts & Social Sciences,NZ Permanent Resident,Māori,Female,4,N,N,4.4,8.6,6.8,5.3,6.2,Y,2024,Workload felt unmanageable at times
1000002937,Business & Economics,International,Asian,Female,2,N,N,8.9,5.8,6.1,5.3,6.3,Y,2024,Workload felt unmanageable at times
1000002571,Education,International,Asian,Female,2,Y,Y,8.2,5.2,7.3,5.9,6.2,Y,2024,Lecturers were approachable and knowledgeable
1000000068,Business & Economics,NZ Permanent Resident,Māori,Male,2,N,N,8.1,5.9,4.7,5.3,6.0,Y,2024,English language support was invaluable
1000004745,Business & Economics,NZ Citizen,Māori,Female,1,N,N,7.3,5.2,7.1,5.1,6.2,Y,2024,Administrative processes were confusing
1000004600,Arts & Social Sciences,NZ Citizen,Asian,Male,2,N,Y,3.3,6.0,6.7,5.7,4.2,Y,2024,Administrative processes were confusing
1000001598,Business & Economics,NZ Citizen,NZ European,Male,1,N,N,3.3,5.1,7.0,1.0,3.9,Y,2024,Enjoyed the hands-on learning approach
1000002803,Business & Economics,NZ Citizen,NZ European,Male,2,N,N,4.6,6.3,10.0,5.9,6.3,Y,2024,Lecturers were approachable and knowledgeable
1000003513,Arts & Social Sciences,International,Asian,Male,2,N,N,8.0,6.3,5.5,7.2,6.3,Y,2024,Would appreciate more feedback on assessments
1000004195,Arts & Social Sciences,NZ Citizen,Other,Female,2,N,N,6.3,7.8,5.9,8.6,6.6,Y,2024,Would appreciate more feedback on assessments
1000001503,Arts & Social Sciences,NZ Citizen,NZ European,Non-binary / Gender Diverse,1,N,Y,8.8,7.1,4.8,7.3,7.0,Y,2024,Scholarship support made a real difference
1000004192,Education,NZ Citizen,NZ European,Male,2,N,Y,6.9,7.1,8.2,7.3,6.7,Y,2024,Administrative processes were confusing
1000000150,Health Sciences,NZ Permanent Resident,Unknown/Not Stated,Female,4,Y,N,7.9,7.5,5.3,9.3,7.0,Y,2024,Would appreciate more feedback on assessments
1000002404,Science & Technology,NZ Citizen,Māori,Female,2,N,N,6.0,6.5,5.1,8.2,6.1,Y,2024,Clear pathway to employment in my field
1000002086,Science & Technology,International,Unknown/Not Stated,Male,2,N,N,8.2,7.0,7.0,7.2,6.7,Y,2024,Support services were very helpful
1000005914,Business & Economics,NZ Citizen,Asian,Female,1,N,N,6.9,5.6,3.8,7.6,6.1,Y,2024,Would appreciate more feedback on assessments
1000002576,Science & Technology,NZ Permanent Resident,Other,Female,4,N,Y,5.1,6.5,6.2,6.6,5.2,Y,2024,Great sense of community in my programme
1000002540,Business & Economics,International,Other,Male,4,N,N,8.0,4.2,5.6,6.1,6.3,Y,2024,Workload felt unmanageable at times
1000002402,Arts & Social Sciences,NZ Citizen,NZ European,Female,2,N,Y,4.6,7.7,2.0,8.9,6.4,Y,2024,Clear pathway to employment in my field
1000000859,Arts & Social Sciences,NZ Permanent Resident,Unknown/Not Stated,Female,2,N,Y,6.3,8.4,8.5,5.5,6.6,Y,2024,Cultural events helped me feel included
1000005589,Arts & Social Sciences,NZ Citizen,Māori,Female,2,N,N,7.9,5.6,4.6,4.6,5.8,Y,2024,Strong industry connections in my programme
1000006113,Business & Economics,International,Asian,Female,2,N,N,6.4,5.9,8.8,5.6,6.4,Y,2024,Would benefit from more career guidance
1000002706,Business & Economics,NZ Citizen,NZ European,Female,2,N,N,5.9,7.4,7.0,2.9,6.8,Y,2024,Workload felt unmanageable at times
1000000366,Education,NZ Citizen,Pacific Peoples,Male,1,N,N,9.6,6.0,3.7,3.6,6.0,Y,2024,Course content felt outdated in places
1000001432,Business & Economics,NZ Permanent Resident,NZ European,Female,3,N,Y,9.6,5.4,6.3,8.7,7.5,Y,2024,Support services were very helpful
1000004529,Arts & Social Sciences,NZ Permanent Resident,Māori,Female,3,N,Y,8.3,5.4,3.6,7.4,5.8,Y,2024,Felt isolated during online delivery
1000001779,Education,NZ Citizen,NZ European,Female,4,N,Y,5.6,3.5,10.0,7.3,6.0,Y,2024,Administrative processes were confusing
1000006173,Education,NZ Citizen,Asian,Female,2,N,Y,5.6,6.0,9.6,7.6,6.1,Y,2024,Would appreciate more feedback on assessments
1000004078,Business & Economics,International,Asian,Female,2,N,N,6.6,6.2,9.8,4.0,6.2,Y,2024,Support services were very helpful
1000001818,Arts & Social Sciences,NZ Permanent Resident,NZ European,Female,3,N,N,5.0,6.9,8.7,6.6,6.2,Y,2024,Administrative processes were confusing
1000004657,Education,NZ Citizen,NZ European,Male,1,N,Y,6.9,4.6,6.3,6.9,6.6,Y,2024,Course content felt outdated in places
1000000841,Arts & Social Sciences,NZ Citizen,Asian,Male,1,Y,N,7.9,3.4,3.3,4.4,5.1,Y,2024,Enjoyed the hands-on learning approach
1000001189,Education,NZ Permanent Resident,MELAA,Male,3,N,N,9.9,7.3,6.1,3.9,7.6,Y,2024,Campus facilities are excellent
1000000175,Arts & Social Sciences,International,Asian,Male,3,N,Y,6.5,5.9,9.2,8.8,6.6,Y,2024,Lecturers were approachable and knowledgeable
1000003821,Business & Economics,NZ Citizen,NZ European,Female,1,Y,Y,8.3,8.1,5.6,7.9,7.0,Y,2024,Campus facilities are excellent
1000002093,Business & Economics,NZ Citizen,NZ European,Female,1,N,N,7.4,6.5,9.0,7.6,7.5,Y,2024,Timetabling clashes made study difficult
1000003213,Arts & Social Sciences,International,Asian,Male,3,N,N,7.6,3.0,4.9,8.4,5.7,Y,2024,Timetabling clashes made study difficult
1000003450,Arts & Social Sciences,NZ Citizen,Māori,Female,2,N,N,8.0,5.5,5.6,5.4,5.5,Y,2024,Scholarship support made a real difference
1000003142,Education,International,MELAA,Female,1,N,N,8.0,8.5,5.5,6.2,6.8,Y,2024,English language support was invaluable
1000001030,Science & Technology,International,Unknown/Not Stated,Male,4,N,N,5.5,8.7,6.7,7.7,7.0,Y,2024,Administrative processes were confusing
1000006342,Arts & Social Sciences,NZ Citizen,NZ European,Female,3,N,Y,5.8,7.1,5.5,5.4,5.7,Y,2024,Library resources met my needs
1000000300,Arts & Social Sciences,International,MELAA,Male,1,N,N,7.6,6.2,4.0,10.0,6.1,Y,2024,Clear pathway to employment in my field
1000001472,Business & Economics,International,Asian,Male,2,N,Y,7.9,10.0,7.2,10.0,7.8,Y,2024,Cultural events helped me feel included
1000000283,Arts & Social Sciences,International,Other,Female,2,N,N,5.8,6.8,2.4,8.5,4.6,Y,2024,Timetabling clashes made study difficult
1000003869,Foundation Studies,NZ Citizen,NZ European,Male,1,N,N,5.8,4.8,5.4,4.0,4.9,Y,2024,Cultural events helped me feel included
1000006075,Education,NZ Citizen,Asian,Male,2,N,N,6.1,5.8,6.7,4.5,6.0,Y,2024,Strong industry connections in my programme
1000005141,Arts & Social Sciences,NZ Permanent Resident,Māori,Female,1,N,Y,8.9,6.2,3.6,6.0,6.3,Y,2024,Would appreciate more feedback on assessments
1000001813,Business & Economics,NZ Citizen,NZ European,Female,1,N,Y,7.3,6.6,10.0,8.6,7.6,Y,2024,Lecturers were approachable and knowledgeable
1000001271,Science & Technology,NZ Permanent Resident,Asian,Female,1,N,Y,5.6,8.7,6.8,5.2,6.1,Y,2024,Support services were very helpful
1000002298,Education,International,Other,Female,1,N,N,9.1,8.4,6.5,4.5,7.1,Y,2024,Enjoyed the hands-on learning approach
1000004257,Science & Technology,NZ Citizen,Māori,Female,1,N,N,4.0,4.6,4.8,6.8,4.3,Y,2024,Would appreciate more feedback on assessments
1000004210,Science & Technology,NZ Citizen,Asian,Non-binary / Gender Diverse,2,N,N,9.0,5.6,6.3,6.2,7.5,Y,2024,Support services were very helpful
1000002008,Business & Economics,NZ Citizen,NZ European,Male,3,N,Y,7.4,6.9,3.5,4.6,5.0,Y,2024,Timetabling clashes made study difficult
1000003984,Business & Economics,NZ Citizen,MELAA,Female,1,N,N,9.2,7.5,5.2,4.7,8.0,Y,2024,Timetabling clashes made study difficult
1000002764,Science & Technology,International,Asian,Female,2,N,Y,9.0,6.7,6.3,6.6,7.3,Y,2024,Great sense of community in my programme
1000005912,Arts & Social Sciences,NZ Citizen,MELAA,Male,1,N,N,6.7,4.6,4.0,6.5,5.2,Y,2024,Clear pathway to employment in my field
1000002707,Education,International,Asian,Female,2,N,N,7.9,4.7,7.3,6.4,6.6,Y,2024,Would benefit from more career guidance
